ra dec z
9.68581702529207 0.975019522939601 -8.844521e-05
9.93957436916483 0.837700364487581 0.0002115225
10.1257292163071 1.12332873670816 0.0004185657
9.70164121289864 0.705532799001984 0.3417443
9.79410199627125 0.989872387554004 0.2412732
9.92383659460276 0.777110644782147 -0.0001039376
10.0201915523348 0.643657815777295 -0.0001408657
10.1278326325973 0.773840299602122 0.3661023
9.73847685388353 1.16983663512977 0.4237888
9.99582645517671 0.56766540048313 0.5254667
9.74348681160944 0.946101669993693 0.5161986
9.51062438210704 1.10211448017566 0.2951805
9.53278819209211 0.823201565889368 0.5769169
10.0921356704486 1.16950562383211 0.5162894
9.82803522801635 0.67163225621554 2.408064e-05
9.8435231799109 0.997699884629539 1.996034
10.1166796840922 0.656621767423729 -0.0001216436
9.71430405684913 1.07302968156348 0.2653253
9.56804160105901 0.873896800639215 -7.465643e-05
9.5012329648481 0.90350739313497 -0.0001745077
10.0144676971964 0.583862808976518 2.755905
10.0416338239046 1.00607868370223 0.8687627
9.59361524708447 0.995023833398667 -0.0006937956
10.0537782281737 0.879598754097974 0.0001152334
9.76382627746835 1.16657850454454 -0.0003173551
9.74546663598161 0.804785379785538 0.7127166
9.52013626086153 1.04191062279866 0.5565183
10.0197603387902 0.894714196456562 -0.0002417869
9.74388710033321 0.836223409236646 -6.305764e-05
9.92137915353783 0.570426064410161 0.7705694
9.7368152990127 0.741183422692326 -0.0009420995
9.82708189197297 0.904434747685639 -0.0001069457
9.94096384906567 1.10418417130823 0.4196979
9.54514888846552 1.17997219486376 -9.756084e-05
10.1016316025578 0.751171144882623 3.776592
9.98289589103072 0.828173647873068 -0.000105735
9.61902334567515 0.573420171591954 0.5491474
9.88841349419329 0.597476539116156 0.07711381
9.70612154678523 0.688411024325877 0.3429382
9.50735305905243 1.17351866436464 -0.0003844903
10.04554519459 0.593322768408675 0.0001617379
9.48404442917143 0.668844322955593 9.49495e-05
9.8794075701253 1.02369099853801 0.2468539
10.1004964143571 1.15670540586993 0.06129741
9.9597433952863 0.595553454876291 0.1318053
10.1173795145975 0.87836641257707 0.1258558
9.80272597199934 1.15585573785018 -0.0007264788
9.7325956672781 0.801134975486857 0.278747
10.0197603387902 0.894714196456562 -0.0002258087
9.70269473702717 0.65961033969692 1.964859e-05
10.1284323154954 1.11643222876458 0.5564902
9.66342407533082 0.769467518917798 -3.302233e-05
9.81396735807618 1.07380008389376 3.221607
9.52567703339935 0.982020600539975 0.1544945
9.78623148573308 0.806070114513871 0.1118861
9.88086807617191 0.730505475120484 8.059941e-05
9.50636373615529 0.673465810373603 1.158905
9.7709101745728 0.903645650288212 -5.887854e-05
9.63570213565274 0.807480077641886 0.5549469
9.63707753795836 0.601805919859364 -6.686293e-05
9.64660213560046 0.831651609872796 0.5684353
9.58756405327259 0.792886411057256 -0.0006456341
9.79647560806782 0.709137486290969 0.0001508301
9.58587159661778 1.15771360669035 0.5095471
9.5023864251977 1.12001728300318 0.0683535
9.87921285345851 1.04080408637166 0.0001183527
9.49252144952948 0.877486374738993 0.4929621
9.55290514230592 1.16339315441507 -0.0001201971
9.72772877450916 0.933680046576741 -0.0001492809
9.77978069582946 0.758485718430804 -8.106941e-05
9.79379251681365 0.76871330264666 -0.0002115148
10.0560787779458 0.591223414459663 0.01370593
9.8881397555765 0.618733088342771 0.1456464
9.68598006211749 1.10830265366912 -3.20818e-05
10.0954530581986 0.66016020651249 5.577914e-05
9.73831736920636 0.94211229152903 1.108133
10.0287332193781 0.68314414958894 0.07949359
9.48670915048399 0.571826269038877 6.739435e-06
9.95221365071779 0.845145619644772 0.0001280065
9.94903159686248 0.655353703734022 -0.0007482891
9.85015240594311 1.00941389131306 -0.0002358559
9.89745316064841 0.906217934759494 -0.0001604546
10.0096989686264 1.0707815904072 0.05961583
9.84602259208566 0.592960713848399 2.869905e-05
9.85651520383033 1.01895208676896 0.3721507
9.98289589103072 0.828173647873068 -0.0001044393
9.98289589103072 0.828173647873068 -8.943216e-05
9.84107008973598 0.604306931861882 0.5710564
9.67805190789801 0.978063092604916 0.1323406
9.49890567642643 0.831516017833261 0.1541939
9.56078248603797 0.619560657217678 0.1068462
9.62737739561328 0.957483587661715 5.005263e-05
10.0097542774022 0.644146261775092 -6.484121e-05
9.94905597231832 0.984619272730079 0.0001191181
9.89699525490238 0.985577903182473 5.501144e-05
10.056542658354 0.59110327546726 0.01371652
9.68291594319351 1.05318298364375 0.108976
9.98153607208258 0.701449510003319 -3.830175e-05
9.74873145777843 1.20781344324771 0.5127887
9.95596167325925 0.888326533889393 -0.0004713052
10.1017089115464 0.784214169142576 0.1037291
9.60205183357732 0.582456595042849 0.1071174
9.65406346660279 1.01772157463176 -0.000440113
10.0136709646511 0.714933978750518 -0.0002550761
9.62916539479289 0.657230230495834 2.42294e-05
9.59245079961363 0.740445162540671 4.557113e-05
9.75102448455053 0.700323838245865 -0.0006130885
9.94903159686248 0.655353703734022 -0.0007321512
10.1064617164382 1.01628523284111 0.5548562
9.5989539332063 0.980097908597739 0.7068618
9.68737597940481 0.985479824201716 0.555509
9.78130555704018 1.10094258034719 0.5420095
10.1479803583983 0.574160768484947 -0.0002910768
9.86304649125577 0.864677063054731 2.403138
9.91235027093853 0.642436040600264 0.1511312
9.6564813016679 1.0937564496238 0.5586075
9.76062803570551 0.805941302636025 1.048087
9.99895116252685 0.949177622290874 -0.0002054203
9.63914330896571 1.04889301894392 1.262007e-05
9.96159375579799 0.980531670219121 -0.0001108087
9.99186046447548 1.05003602696296 2.18132
10.0144676971964 0.583862808976518 2.757938
10.0728202524329 0.847270434054942 -0.0001137744
9.74444040303041 1.02708144447143 0.3565473
9.67664835410801 0.598615500092422 9.497935e-05
9.79306364833099 0.699246944985884 0.000104478
9.89984496573217 0.75338682475695 0.4143938
9.89567937370347 0.821235987435705 -1.625692e-05
9.93734407054546 0.733248368962704 0.4151264
9.91627008468049 0.913446122640814 0.0001691649
10.104906027027 0.642130017100676 -3.73115e-05
9.95596167325925 0.888326533889393 -0.0004858144
10.0070544858798 1.05699938559954 -0.0001492381
9.91808897768635 0.606083214683058 0.1543635
9.49788438832076 0.886448603055719 0.5110814
9.80888941177292 0.638243560765485 0.5550497
9.76632142786559 0.849515070191925 0.1238717
9.95964426034294 0.666522722427461 7.552583e-06
9.72210234105182 0.918042927242797 -1.689034e-05
9.95221365071779 0.845145619644772 6.323615e-05
9.80027726959429 0.684485299280858 0.348939
9.77014547606478 0.567939916761953 0.1939547
10.128233661741 0.757353383198824 1.055623e-05
9.89587301734792 1.0296843077811 2.171098
9.98289589103072 0.828173647873068 -0.0001039092
9.55015226532095 0.766470598377895 0.4054067
9.68768917660159 0.664228110938842 -2.993595e-05
9.75781737361774 0.819171393429721 -9.677807e-05
9.86920962193142 1.14732159839393 -0.00032527
9.78620127594894 1.11900509947268 0.5855169
9.71431790060433 1.04953522552351 -0.0001596765
9.75268946272243 0.660692453452431 -0.001136132
9.84618617411354 0.707298664154145 -4.060171e-05
9.925637619128 0.73258580733317 -0.0002595158
9.95161705759813 0.58606301733754 -2.093669e-05
10.0830901513424 0.903950156760821 0.1268133
9.90152283245504 1.0076186197976 0.6393372
9.55662739034665 0.958844560944162 4.062558
10.1225235574822 0.744500712108942 -0.0002933179
9.54982967618184 1.14701231368432 0.7747719
10.0597097470236 0.599241228815604 1.12563e-05
9.67205728663754 1.13224581521142 -4.122417e-06
10.0059237260953 0.985761508857756 -9.09832e-05
10.1351943348614 0.775426223434005 0.195298
9.79644636956925 1.08612605431777 -0.0001052055
9.93131239431474 0.764724832498097 0.4157568
9.55569470162885 0.667314485772841 -0.0002652607
9.55775016635062 1.0551226351436 0.08008131
9.68049011238099 0.760478071950252 0.5576466
9.92479824811096 0.566285592453675 -1.223592e-05
9.63926688269316 1.0910365032623 0.3797562
9.6684225760838 1.14070370063334 0.01410198
10.1392589884232 0.670146702593873 4.934907
9.5365059225866 0.731601465431594 -1.308329e-05
9.78726994407572 0.917821201142379 -2.267547e-06
9.48301378279115 1.01446279060669 0.5575385
9.99996926201243 0.950884731737045 -8.002688e-07
10.1084626739404 0.828869155559333 -1.348827e-05
9.7291895782171 0.656378251652919 -0.0004136723
9.98755893044677 0.984870442601318 0.1261408
10.0415469152829 0.635646285762971 2.44331
9.53801098437793 1.15294876120838 -1.519896e-05
9.98136962315039 0.881575910843513 0.2801703
9.56467576775617 0.932463126216377 0.3420719
9.57887627750563 1.057409908748 -0.0006210143
9.95596167325925 0.888326533889393 -0.0004587283
9.87672334968863 0.920157303278927 -2.049197e-05
9.97472997875178 0.705832712612601 -0.0002778683
10.0169431676045 0.750154630994346 -0.0002023933
9.81396735807618 1.07380008389376 3.220428
9.52318666268366 0.982256987613436 -5.639157e-05
10.114927789582 1.12530691620381 0.2900493
9.80530181423501 0.781576649512056 -0.0002875279
9.8885497830355 1.04943099328677 0.469313
10.0996168157019 0.659559705320724 0.4143299
9.50881763297576 0.952659480876111 0.5532822
9.95022988104074 0.61709540217858 -0.001185179
9.65258732208747 1.09757591042886 0.5773136
9.49121307546292 0.740765417008783 1.044526e-05
9.59702945441146 0.751194977530759 0.5764871
9.6805818957597 0.557438931040963 0.07960765
9.48516597655112 1.06970371767879 0.0001649469
9.5581161436516 1.11317540538415 0.3818496
9.8794075701253 1.02369099853801 0.2466819
9.80193003825494 0.714236031266666 0.3425758
10.1359655290211 0.68807336899639 0.6656809
